EstadoCivil;Sexo;Estrato;TipoVivienda;LugarNacimiento; FechaNacimiento ;Edad;Nacionalidad; Ingresos ;OtrosIngresos; Gastos ;Activos;OtrosPasivos;FechaSolicitud; CapitalSolicitado ;Plazo;Score;Aprobado
5;1;1;1;50001;6/09/67;55;Colombiano;5000000;0;3441000;50000000;0;6/07/17;40200214;60;;1
5;1;1;1;50001;6/09/67;55;Colombiano;5000000;0;3441000;50000000;0;11/07/17;49856077;60;;1
5;1;1;1;5628;1/11/70;52;COLOMBIANO;4300000;NULL;2650000;0;NULL;4/03/14;36000000;36;916;1
5;1;2;1;50001;24/11/70;51;COLOMBIANO;8200000;NULL;3350000;100000000;NULL;6/06/14;80000000;48;960;1
5;1;2;3;50001;6/10/71;51;COLOMBIANO;4263000;0;1700000;0;0;12/12/14;41500000;48;;1
1;1;3;3;50313;15/11/75;47;Colombiano;3875000;0;3501000;60000000;0;10/11/22;4802629;2;;1
5;1;3;3;50573;21/04/82;40;COLOMBIANO;6000000;0;1823026;0;0;24/08/15;70000000;60;901;1
5;1;3;3;50573;21/04/82;40;COLOMBIANO;6000000;0;1823026;0;0;25/10/16;93983382;46;901;1
5;1;3;3;50573;21/04/82;40;COLOMBIANO;6000000;0;1823026;0;0;20/12/19;46844574;60;901;1
5;1;3;3;50573;21/04/82;40;COLOMBIANO;6000000;0;1823026;0;0;25/04/19;27609497;16;901;1
2;1;2;1;50606;18/11/59;63;colombiano;2750000;0;2157000;0;0;24/04/15;11000000;36;902;1
2;1;3;1;50006;4/10/68;54;COLOMBIANO;4100624;0;2056683;240000000;0;10/10/14;42000000;48;887;1
2;1;3;1;15621;2/03/62;60;colombiano;10180000;0;8073000;190000000;0;23/10/14;30000000;36;963;1
1;1;3;3;50287;7/08/69;53;COLOMBIANA;2800000;0;1926000;0;0;15/01/15;13000000;24;892;1
2;1;2;1;FILADELFIA;12/10/73;49;COLOMBIANO;4632492;NULL;3099811;75000000;NULL;10/03/14;33000000;36;961;1
4;1;2;1;11001;3/03/48;74;Colombiano;3709768;0;2296698;0;0;30/10/17;38555000;60;957;1
4;1;2;1;11001;3/03/48;74;Colombiano;3709768;0;2296698;0;0;4/11/18;37358598;48;957;1
2;1;3;1;73616;1/01/49;73;COLOMBIANO;4600000;0;1550000;150000000;0;10/05/13;85000000;48;951;1
5;1;3;1;15325;25/08/48;74;COLOMBIANA;2700000;0;1300000;140000000;0;29/01/15;40000000;48;902;1
2;1;3;1;11001;12/02/49;73;Colombiano;4554000;0;2549000;900000000;0;13/03/19;65291577;59;;1
2;1;3;1;11001;12/02/49;73;Colombiano;4554000;0;2549000;900000000;0;8/02/19;55000000;60;;1
2;1;3;1;11001;12/02/49;73;Colombiano;4554000;0;2549000;900000000;0;13/11/20;1487206;19;;1
2;1;3;1;11001;12/02/49;73;Colombiano;4554000;0;2549000;900000000;0;30/04/20;1878590;24;;1
4;1;3;1;25183;12/11/48;74;Colombiano;3225000;0;65000;0;0;16/05/18;40111750;36;856;1
4;1;3;1;25183;12/11/48;74;Colombiano;3225000;0;65000;0;0;15/01/18;40000000;40;856;1
4;1;3;1;25183;12/11/48;74;Colombiano;3225000;0;65000;0;0;6/02/20;44000000;48;856;1
4;1;3;1;25183;12/11/48;74;Colombiano;3225000;0;65000;0;0;6/02/20;51721826;48;856;1
2;1;3;1;11001;3/08/51;71;COLOMBIANO;5419000;NULL;3261256;218000000;NULL;30/04/13;62650000;48;955;1
2;1;3;1;11001;3/08/51;71;COLOMBIANO;5419000;NULL;3261256;218000000;NULL;20/02/16;6419295;6;955;1
5;1;2;1;25299;6/04/50;72;COLOMBIANO;2500000;NULL;2382125;150000000;NULL;28/02/13;68000000;48;880;1
2;1;3;1;11001;19/10/50;72;Colombiano;5500000;0;3196000;810000000;0;30/06/17;70000000;60;;1
2;1;3;1;11001;19/10/50;72;Colombiano;5500000;0;3196000;810000000;0;5/08/17;83514682;59;;1
2;1;3;1;11001;19/10/50;72;Colombiano;5500000;0;3196000;810000000;0;24/02/20;2083057;18;;1
2;1;3;1;68324;20/11/51;71;COLOMBIANO;7977594;NULL;4345527;340000000;NULL;6/12/13;100000000;48;958;1
2;1;2;1;25645;11/12/52;69;COLOMBIANO;4700000;NULL;2563000;85000000;NULL;4/07/14;29000000;36;968;1
2;1;3;1;11001;23/12/51;70;Colombiano;3250000;0;1582000;0;0;18/03/19;42412264;40;;1
2;1;3;1;11001;23/12/51;70;Colombiano;3250000;0;1582000;0;0;13/03/19;38000000;40;;1
1;1;2;1;17433;2/06/52;70;Colombiano;11180000;0;8231000;180000000;0;26/09/16;54000000;48;906;1
1;1;2;1;17433;2/06/52;70;Colombiano;11180000;0;8231000;180000000;0;1/10/16;87679584;48;906;1
1;1;2;1;17433;2/06/52;70;Colombiano;11180000;0;8231000;180000000;0;30/03/20;47633773;55;906;1
1;1;2;1;17433;2/06/52;70;Colombiano;11180000;0;8231000;180000000;0;30/05/20;51421425;53;906;1
1;1;2;1;17433;2/06/52;70;Colombiano;11180000;0;8231000;180000000;0;30/10/19;54000000;60;906;1
1;1;2;1;17433;2/06/52;70;Colombiano;11180000;0;8231000;180000000;0;1/04/19;26758945;18;906;1
1;1;2;1;17433;2/06/52;70;Colombiano;11180000;0;8231000;180000000;0;1/11/19;29256684;48;906;1
1;1;2;1;17433;2/06/52;70;Colombiano;11180000;0;8231000;180000000;0;30/10/19;53999446;60;906;1
5;1;3;3;17050;4/05/52;70;COLOMBIANO;2540000;NULL;1050000;120000000;NULL;28/08/13;10000000;24;873;1
2;1;3;2;11001;18/08/57;65;COLOMBIANO;2900000;0;1450000;0;0;8/09/15;54000000;48;892;1
2;1;3;2;11001;18/08/57;65;COLOMBIANO;2900000;0;1450000;0;0;12/09/15;66774725;48;892;1
2;1;4;1;11001;20/09/54;68;COLOMBIANO;5200000;0;3580000;1386000000;0;5/02/16;38000000;36;;1
2;1;3;1;11001;2/10/15;7;COLOMBIANO;9220000;0;2893000;32500000;0;1/11/13;72000000;30;;1
2;1;3;1;11001;2/10/15;7;COLOMBIANO;9220000;0;2893000;32500000;0;22/10/15;80000000;36;;1
2;1;3;1;11001;27/09/57;65;COLOMBIANO;7200000;0;2245000;1125000000;0;20/05/16;144000000;48;0;1
2;1;3;1;11001;27/09/57;65;COLOMBIANO;7200000;0;2245000;1125000000;0;24/05/16;165533355;48;0;1
2;1;2;1;25168;1/02/54;68;COLOMBIANO;4500000;0;2550000;0;0;9/09/16;85000000;60;;1
2;1;2;1;25168;1/02/54;68;COLOMBIANO;4500000;0;2550000;0;0;24/02/17;4748763;8;;1
2;1;2;1;25168;1/02/54;68;COLOMBIANO;4500000;0;2550000;0;0;20/06/16;98534798;54;;1
2;1;2;1;25168;1/02/54;68;COLOMBIANO;4500000;0;2550000;0;0;20/12/20;14642171;6;;1
2;1;3;3;11001;30/05/58;64;COLOMBIANO;6000000;NULL;3027086;0;NULL;20/06/13;70000000;48;763;1
1;1;2;1;15599;16/08/56;66;COLOMBIANO;6720000;0;3578000;750000000;0;1/12/15;80000000;48;901;1
2;1;2;1;11001;3/02/56;66;Colombiano;3520000;0;1792000;420000000;0;27/07/18;25000000;24;902;1
2;1;2;1;11001;3/02/56;66;Colombiano;3520000;0;1792000;420000000;0;1/11/18;23538668;21;902;1
2;1;2;1;15001;23/06/56;66;Colombiano;7300000;0;5633000;165000000;0;6/11/15;80000000;48;929;1
5;1;2;1;15879;17/07/55;67;COLOMBIANO;4000000;NULL;3214000;120000000;NULL;9/04/13;55000000;48;900;1
1;1;2;1;68101;3/03/55;67;Colombiano;4950000;0;1375720;60000000;0;8/10/19;40000000;48;;1
1;1;2;1;68101;3/03/55;67;Colombiano;4950000;0;1375720;60000000;0;8/10/19;40000000;48;;1
1;1;2;1;68101;3/03/55;67;Colombiano;4950000;0;1375720;60000000;0;8/10/19;48451591;48;;1
1;1;2;1;68101;3/03/55;67;Colombiano;4950000;0;1375720;60000000;0;8/10/19;48451591;48;;1
1;1;2;1;68101;3/03/55;67;Colombiano;4950000;0;1375720;60000000;0;18/05/21;11000000;11;;1
1;1;2;1;68101;3/03/55;67;Colombiano;4950000;0;1375720;60000000;0;18/05/21;75360734;58;;1
2;1;2;1;11001;20/01/57;65;Colombiano;3500000;0;1550000;0;0;6/10/16;47000000;36;;1
5;1;3;1;11001;8/12/57;64;COLOMBIANO;4798000;0;8643000;120000000;0;18/03/15;100000000;48;961;1
2;1;3;3;15693;19/12/56;65;Colombiano;3225000;0;308000;0;0;13/11/19;67508527;60;;1
2;1;3;3;15693;19/12/56;65;Colombiano;3225000;0;308000;0;0;8/04/20;2350992;2;;1
2;1;3;3;15693;19/12/56;65;Colombiano;3225000;0;308000;0;0;8/04/20;2360421;2;;1
2;1;3;3;15693;19/12/56;65;Colombiano;3225000;0;308000;0;0;13/12/24;2339092;2;;1
2;1;3;3;15693;19/12/56;65;Colombiano;3225000;0;308000;0;0;13/11/19;57900000;60;;1
2;1;3;3;15693;19/12/56;65;Colombiano;3225000;0;308000;0;0;13/11/24;2350992;2;;1
2;1;3;1;25320;18/11/54;68;Colombiano;6188855;0;2714477;850000000;0;16/04/19;62000000;60;921;1
2;1;3;1;25320;18/11/54;68;Colombiano;6188855;0;2714477;850000000;0;16/12/19;64158104;52;921;1
2;1;3;1;25320;18/11/54;68;Colombiano;6188855;0;2714477;850000000;0;16/04/19;70549332;60;921;1
2;1;3;1;25320;18/11/54;68;Colombiano;6188855;0;2714477;850000000;0;16/04/19;70549332;60;921;1
1;1;3;1;11001;25/02/54;68;COLOMBIANO;7200000;NULL;2550000;155000000;NULL;15/05/14;108000000;48;961;1
2;1;2;1;11001;11/09/56;66;Colombiano;3250000;0;1600000;420000000;0;20/09/17;39000000;48;;1
2;1;2;1;11001;11/09/56;66;Colombiano;3250000;0;1600000;420000000;0;25/09/17;45361981;48;;1
1;1;3;3;15106;31/10/55;67;Colombiano;3225000;0;0;0;0;6/09/19;43000000;60;947;1
1;1;3;3;15106;31/10/55;67;Colombiano;3225000;0;0;0;0;6/09/19;52845586;60;947;1
2;1;2;1;15104;7/01/56;66;Colombiano;4714000;0;2336000;4200000000;0;21/12/18;87526299;58;;1
2;1;2;1;15104;7/01/56;66;Colombiano;4714000;0;2336000;4200000000;0;16/10/18;68000000;60;;1
2;1;2;1;15104;7/01/56;66;Colombiano;4714000;0;2336000;4200000000;0;21/10/19;68034224;48;;1
2;1;2;1;15104;7/01/56;66;Colombiano;4714000;0;2336000;4200000000;0;8/04/20;2774909;2;;1
2;1;2;1;15104;7/01/56;66;Colombiano;4714000;0;2336000;4200000000;0;21/11/23;2742288;2;;1
2;1;2;1;15104;7/01/56;66;Colombiano;4714000;0;2336000;4200000000;0;21/11/23;2742632;2;;1
2;0;2;1;11001;12/06/57;65;Colombiano;5000000;0;4844000;60000000;0;6/08/18;40000000;48;;1
2;0;2;1;11001;12/06/57;65;Colombiano;5000000;0;4844000;60000000;0;11/08/18;45003525;48;;1
2;1;4;1;68572;29/05/59;63;Colombiano;12500000;0;6625000;90000000;0;7/07/16;165670410;48;953;1
2;1;4;1;68572;29/05/59;63;Colombiano;12500000;0;6625000;90000000;0;27/04/17;155620313;60;953;1
2;1;4;1;68572;29/05/59;63;Colombiano;12500000;0;6625000;90000000;0;2/10/17;195469714;55;953;1
2;1;4;1;68572;29/05/59;63;Colombiano;12500000;0;6625000;90000000;0;2/06/22;6099728;2;953;1
2;1;4;1;68572;29/05/59;63;Colombiano;12500000;0;6625000;90000000;0;30/12/20;70170425;36;953;1
2;1;4;1;68572;29/05/59;63;Colombiano;12500000;0;6625000;90000000;0;5/05/21;74540578;32;953;1
2;1;4;1;68572;29/05/59;63;Colombiano;12500000;0;6625000;90000000;0;13/04/20;6099729;2;953;1
2;1;4;1;68572;29/05/59;63;Colombiano;12500000;0;6625000;90000000;0;2/06/22;6007409;2;953;1
2;1;4;1;68572;29/05/59;63;Colombiano;12500000;0;6625000;90000000;0;2/08/20;84333391;21;953;1
2;1;4;1;68572;29/05/59;63;Colombiano;12500000;0;6625000;90000000;0;2/06/22;5979848;2;953;1
2;1;4;1;68572;29/05/59;63;Colombiano;12500000;0;6625000;90000000;0;2/12/20;70783676;17;953;1
2;1;2;1;25596;28/06/59;63;Colombiano;4575000;0;2135000;0;0;6/08/18;59000000;60;;1
2;1;2;1;25596;28/06/59;63;Colombiano;4575000;0;2135000;0;0;11/08/18;65989950;60;;1
2;1;2;3;15299;28/02/59;63;Colombiano;9500000;0;5454000;1923520000;0;3/08/18;80000000;60;;1
2;1;2;3;15299;28/02/59;63;Colombiano;9500000;0;5454000;1923520000;0;8/08/18;91031388;60;;1
2;1;2;3;15299;28/02/59;63;Colombiano;9500000;0;5454000;1923520000;0;8/04/20;69492488;40;;1
2;1;3;1;73226;1/08/60;62;Colombiano;7000000;0;4336000;0;0;16/04/13;60000000;48;947;1
2;1;3;1;73226;1/08/60;62;Colombiano;7000000;0;4336000;0;0;13/07/17;80000000;60;947;1
2;1;3;1;73226;1/08/60;62;Colombiano;7000000;0;4336000;0;0;18/09/17;104549362;58;947;1
1;1;2;1;BOGOTA;3/08/81;41;COLOMBIANO;8200000;NULL;5075000;120000000;NULL;21/12/12;52455000;36;901;1
5;1;3;2;5440;30/05/60;62;Colombiano;6900000;0;2219000;1435000000;0;6/07/15;100000000;40;883;1
5;1;3;2;5440;30/05/60;62;Colombiano;6900000;0;2219000;1435000000;0;7/12/15;100000000;36;883;1
5;1;3;2;5440;30/05/60;62;Colombiano;6900000;0;2219000;1435000000;0;27/06/19;54000000;24;883;1
5;1;3;2;5440;30/05/60;62;Colombiano;6900000;0;2219000;1435000000;0;1/07/19;59219135;24;883;1
5;1;3;2;5440;30/05/60;62;Colombiano;6900000;0;2219000;1435000000;0;1/11/19;50594195;20;883;1
5;1;3;1;25649;8/04/60;62;Colombiano;3225000;0;0;0;0;8/10/19;40000000;48;937;1
5;1;3;1;25649;8/04/60;62;Colombiano;3225000;0;0;0;0;8/10/19;48451591;48;937;1
1;1;3;3;11001;1/03/60;62;Colombiano;4950000;0;1450000;160000000;0;14/08/15;80000000;48;;1
2;1;3;1;11001;9/04/60;62;COLOMBIANO;6500000;NULL;4696000;80000000;NULL;14/08/14;33000000;24;;1
2;1;3;3;11001;9/07/60;62;COLOMBIANO;3000000;0;1650000;70000000;0;15/10/14;30000000;48;842;1
5;1;2;3;11001;19/06/59;63;COLOMBIANO;2700000;0;1550000;0;0;19/10/16;27000000;48;;1
5;1;2;3;11001;19/06/59;63;COLOMBIANO;2700000;0;1550000;0;0;23/10/16;31670243;48;;1
2;1;3;3;11001;8/03/81;41;COLOMBIANO;6500000;NULL;5862000;152000000;NULL;17/10/13;20000000;36;957;1
5;1;3;3;25394;3/08/81;41;COLOMBIANO;5500000;NULL;3033000;236000000;NULL;17/01/14;50000000;48;957;1
1;1;3;1;11001;4/08/60;62;Colombiano;6000000;0;2840000;0;0;10/12/18;90193417;60;;1
1;1;3;1;11001;4/08/60;62;Colombiano;6000000;0;2840000;0;0;5/12/18;69990000;60;;1
1;1;3;1;11001;4/08/60;62;Colombiano;6000000;0;2840000;0;0;10/12/19;72036941;48;;1
1;1;3;1;11001;4/08/60;62;Colombiano;6000000;0;2840000;0;0;5/01/21;67074973;59;;1
1;1;3;1;11001;4/08/60;62;Colombiano;6000000;0;2840000;0;0;7/11/20;3702568;19;;1
1;1;3;1;11001;4/08/60;62;Colombiano;6000000;0;2840000;0;0;26/05/20;4676939;24;;1
1;1;3;1;11001;4/08/60;62;Colombiano;6000000;0;2840000;0;0;16/12/20;56502279;60;;1
5;1;1;1;11001;7/02/71;51;COLOMBIANO;6900000;NULL;2927000;148000000;NULL;20/05/13;108000000;48;963;1
2;1;3;3;15425;1/12/58;63;Colombiano;4444000;0;1602000;140000000;0;27/09/19;23000000;36;;1
2;1;3;3;15425;1/12/58;63;Colombiano;4444000;0;1602000;140000000;0;2/10/19;26386822;36;;1
2;1;4;1;15798;14/07/60;62;Colombiano;11384000;0;9315000;0;0;22/11/16;70000000;48;;1
2;1;4;1;15798;14/07/60;62;Colombiano;11384000;0;9315000;0;0;27/04/18;57912274;31;;1
2;0;2;2;11001;18/06/60;62;Colombiano;7600000;0;4272000;124600000;0;19/07/18;75000000;60;;1
2;0;2;2;11001;18/06/60;62;Colombiano;7600000;0;4272000;124600000;0;23/07/18;91708578;60;;1
5;1;2;1;11001;6/03/61;61;COLOMBIANO;3000000;NULL;1450000;80000000;NULL;11/04/14;24500000;36;957;1
1;1;3;3;BOGOTA;12/04/61;61;COLOMBIANO;4300000;NULL;1781000;65000000;NULL;19/10/12;65000000;48;932;1
2;1;3;3;;19/06/61;61;COLOMBIANO;7650000;0;2981000;180000000;0;11/03/16;150000000;60;891;1
2;1;3;3;;19/06/61;61;COLOMBIANO;7650000;0;2981000;180000000;0;16/03/16;178101208;60;891;1
2;1;3;3;;19/06/61;61;COLOMBIANO;7650000;0;2981000;180000000;0;1/12/21;49804730;59;891;1
2;1;3;3;;19/06/61;61;COLOMBIANO;7650000;0;2981000;180000000;0;12/12/21;48960526;58;891;1
2;1;3;1;11001;17/06/61;61;COLOMBIANO;6900000;0;3966000;120000000;0;11/11/15;95000000;48;954;1
2;1;2;1;FALAN TOLIMA;18/07/62;60;COLOMBIANO;7000000;NULL;3835000;114000000;NULL;26/12/12;40000000;36;967;1
1;1;3;3;15835;16/01/63;59;COLOMBIANO;3600000;0;1450000;1500000000;0;4/05/16;52000000;48;941;1
1;1;3;3;15835;16/01/63;59;COLOMBIANO;3600000;0;1450000;1500000000;0;9/05/16;61507030;48;941;1
4;1;2;1;25299;22/12/62;59;COLOMBIANO;5750000;0;2049000;245000000;0;11/09/14;84000000;48;945;1
3;2;3;1;25126;23/06/35;87;COLOMBIANA;3900000;NULL;1650000;150000000;NULL;9/07/14;57000000;48;881;1
2;2;3;1;25040;25/09/79;43;COLOMBIANO;2000000;0;1150000;0;0;14/04/15;14000000;36;889;1
5;2;2;1;11001;10/09/55;67;COLOMBIANO;8150000;0;3391000;190000000;0;4/06/13;70000000;48;801;1
5;2;2;1;11001;10/09/55;67;COLOMBIANO;8150000;0;3391000;190000000;0;25/06/15;60000000;24;801;1
1;2;3;1;25154;18/11/73;49;COLOMBIANO;3000000;0;1350000;160000000;0;17/05/16;45000000;48;945;1
5;2;2;3;25175;22/12/85;36;Colombiano;5000000;0;3489000;0;0;29/12/20;1100826;18;;1
5;2;2;3;25175;22/12/85;36;Colombiano;5000000;0;3489000;0;0;30/04/20;1467788;24;;1
5;2;2;3;25175;22/12/85;36;Colombiano;5000000;0;3489000;0;0;28/10/18;48969900;60;;1
5;2;2;3;25175;22/12/85;36;Colombiano;5000000;0;3489000;0;0;26/10/18;42000000;60;;1
3;2;3;1;25489;12/08/54;68;Colombiano;6369365;0;4019469;300000000;0;28/12/16;48000000;48;;1
3;2;3;1;25489;12/08/54;68;Colombiano;6369365;0;4019469;300000000;0;21/12/16;54815834;48;;1
3;2;3;1;25489;12/08/54;68;Colombiano;6369365;0;4019469;300000000;0;21/05/19;25801072;19;;1
3;2;3;1;25489;12/08/54;68;Colombiano;6369365;0;4019469;300000000;0;31/05/20;4233329;24;;1
3;2;3;1;25489;12/08/54;68;Colombiano;6369365;0;4019469;300000000;0;21/12/20;3174984;18;;1
5;2;2;3;25258;21/12/60;61;Colombiano;4500000;0;3102000;350000000;0;9/08/17;33000000;40;;1
5;2;2;3;25258;21/12/60;61;Colombiano;4500000;0;3102000;350000000;0;13/08/18;28580331;28;;1
2;2;3;1;25518;23/06/58;64;COLOMBIANA;5900000;0;1800000;700000000;0;19/09/14;57000000;48;916;1
4;2;3;1;25580;26/10/52;70;COLOMBIANO;18368500;NULL;12590000;300000000;NULL;31/01/14;76000000;24;949;1
2;2;3;1;25594;28/11/59;62;COLOMBIANA;4961939;NULL;3622538;0;NULL;25/04/14;18000000;18;;1
2;2;3;1;11001;5/05/65;57;Colombiano;6750000;0;2252000;2800000000;0;13/02/18;80000000;60;;1
2;2;3;1;11001;5/05/65;57;Colombiano;6750000;0;2252000;2800000000;0;18/02/18;90844851;60;;1
2;2;3;1;11001;5/05/65;57;Colombiano;6750000;0;2252000;2800000000;0;24/02/20;2395428;12;;1
2;2;2;1;25599;23/09/60;62;Colombiano;5158929;0;2511656;90000000;0;21/03/19;64552830;58;;1
2;2;2;1;25599;23/09/60;62;Colombiano;5158929;0;2511656;90000000;0;16/01/19;55000000;60;;1
5;2;3;1;25718;3/06/67;55;COLOMBIANO;3000000;0;1800000;90000000;0;24/02/17;26000000;48;961;1
5;2;3;1;25718;3/06/67;55;COLOMBIANO;3000000;0;1800000;90000000;0;1/10/17;29291434;41;961;1
2;2;2;1;15798;25/05/58;64;Colombiano;3341242;0;1863800;1500000000;0;7/06/18;40000000;60;850;1
2;2;2;1;11001;22/07/54;68;COLOMBIANA;4241000;0;1815920;150000000;0;17/10/14;60000000;48;920;1
4;2;4;1;73861;6/10/81;41;COLOMBIANA;4320000;0;2453000;70000000;0;9/12/14;100000000;48;963;1
2;2;0;1;76520;14/12/48;73;COLOMBIANO;7029487;0;5248700;1590000000;0;27/12/16;48300000;60;;1
2;2;0;1;76520;14/12/48;73;COLOMBIANO;7029487;0;5248700;1590000000;0;1/01/17;59101339;60;;1
2;2;0;1;76520;14/12/48;73;COLOMBIANO;7029487;0;5248700;1590000000;0;1/05/19;36492571;32;;1
2;1;3;1;15511;28/07/58;64;COLOMBIANO;10260000;0;5670000;1890000000;0;8/09/15;110000000;60;959;1
2;1;3;1;15511;28/07/58;64;COLOMBIANO;10260000;0;5670000;1890000000;0;9/09/15;141801115;60;959;1
2;1;2;1;19785;11/01/60;62;Colombiano;6250000;0;2300000;200000000;0;31/07/15;80000000;48;778;1
4;2;3;2;5674;17/07/61;61;COLOMBIANO;7820000;0;5509001;300000000;0;19/05/16;64000000;60;;1
4;2;3;2;5674;17/07/61;61;COLOMBIANO;7820000;0;5509001;300000000;0;24/05/16;74524039;60;;1
4;2;3;2;5674;17/07/61;61;COLOMBIANO;7820000;0;5509001;300000000;0;24/11/19;29411917;18;;1
3;2;2;1;5002;2/12/56;65;COLOMBIANA;4546000;0;1694166;900000000;0;31/10/14;45000000;48;928;1
2;2;2;1;15224;28/06/64;58;Colombiano;4000000;0;1891000;0;0;18/04/17;50000000;36;965;1
2;2;2;1;15224;28/06/64;58;Colombiano;4000000;0;1891000;0;0;25/10/13;56000000;40;965;1
2;2;2;1;15224;28/06/64;58;Colombiano;4000000;0;1891000;0;0;23/05/17;54706041;35;965;1
4;1;2;1;73624;19/11/55;67;Colombiano;3053000;0;0;3400000000;0;20/09/19;72000000;60;;1
4;1;2;1;73624;19/11/55;67;Colombiano;3053000;0;0;3400000000;0;20/09/19;85921613;60;;1
2;1;3;1;15632;13/09/40;82;Colombiano;9268254;0;5554264;115000000;0;10/09/15;30000000;30;854;1
2;1;3;1;15632;13/09/40;82;Colombiano;9268254;0;5554264;115000000;0;21/10/15;25000000;30;854;1
2;1;3;1;15632;13/09/40;82;Colombiano;9268254;0;5554264;115000000;0;23/03/17;1374420;6;854;1
2;1;3;1;15632;13/09/40;82;Colombiano;9268254;0;5554264;115000000;0;26/04/17;1089758;4;854;1
2;2;2;1;15755;12/06/67;55;Colombiano;3113000;0;0;360000000;0;16/08/19;77000000;60;;1
2;2;2;1;15755;12/06/67;55;Colombiano;3113000;0;0;360000000;0;16/08/19;94159438;60;;1
4;2;2;1;15759;26/08/45;77;COLOMBIANO;3319000;0;1329000;400000000;0;31/03/16;65000000;48;802;1
4;2;2;1;15759;26/08/45;77;COLOMBIANO;3319000;0;1329000;400000000;0;5/04/16;76883788;48;802;1
3;2;3;1;15759;29/06/47;75;COLOMBIANO;5404319;0;3698055;0;0;21/06/16;21000000;24;;1
2;2;5;3;17050;31/08/81;41;COLOMBIANO;9436916;0;3913000;0;0;4/01/16;53000000;60;821;1
2;2;3;2;66687;2/06/49;73;COLOMBIANO;3680000;0;1350000;0;0;2/07/15;52000000;60;436;1
2;1;2;1;17444;3/08/79;43;Colombiano;22000000;0;17460000;1020000000;0;28/02/13;105000000;48;962;1
2;1;2;1;17444;3/08/79;43;Colombiano;22000000;0;17460000;1020000000;0;30/06/17;118000000;48;962;1
2;1;2;1;17444;3/08/79;43;Colombiano;22000000;0;17460000;1020000000;0;18/02/15;137000000;48;962;1
2;1;2;1;17444;3/08/79;43;Colombiano;22000000;0;17460000;1020000000;0;5/08/17;151790060;47;962;1
2;1;2;1;17444;3/08/79;43;Colombiano;22000000;0;17460000;1020000000;0;5/10/20;34231946;9;962;1
2;1;2;1;17444;3/08/79;43;Colombiano;22000000;0;17460000;1020000000;0;5/10/20;34231946;9;962;1
2;1;2;1;17444;3/08/79;43;Colombiano;22000000;0;17460000;1020000000;0;5/08/20;41267330;11;962;1
4;2;2;3;18256;21/11/62;60;COLOMBIANO;21000000;0;14663000;1169000000;0;11/04/16;200000000;60;;1
4;2;2;3;18256;21/11/62;60;COLOMBIANO;21000000;0;14663000;1169000000;0;16/04/16;237468318;60;;1
2;2;4;1;41349;14/01/74;48;COLOMBIANA;4408333;0;1750000;0;0;1/07/15;70000000;48;918;1
2;2;3;3;11001;25/06/85;37;COLOMBIANO;7660000;0;4832000;1620000000;0;20/10/16;70000000;60;952;1
5;2;2;3;41801;15/10/74;48;Colombiano;4000000;0;2083000;540000000;0;6/07/18;55000000;60;854;1
5;2;2;3;41801;15/10/74;48;Colombiano;4000000;0;2083000;540000000;0;10/07/18;69221073;60;854;1
1;2;1;1;68167;28/07/66;56;COLOMBIANO;4923252;0;3054807;460000000;0;22/02/16;55000000;48;969;1
5;2;1;1;68179;21/12/68;53;COLOMBIANO;10150000;0;6428000;1200000000;0;2/12/16;95000000;60;;1
5;2;1;1;68179;21/12/68;53;COLOMBIANO;10150000;0;6428000;1200000000;0;4/12/16;112219256;60;;1
5;2;1;1;68179;21/12/68;53;COLOMBIANO;10150000;0;6428000;1200000000;0;24/06/20;3411436;2;;1
5;2;1;1;68179;21/12/68;53;COLOMBIANO;10150000;0;6428000;1200000000;0;4/02/21;3360275;2;;1
5;2;1;1;68179;21/12/68;53;COLOMBIANO;10150000;0;6428000;1200000000;0;4/05/21;17590275;7;;1
5;2;1;1;68179;21/12/68;53;COLOMBIANO;10150000;0;6428000;1200000000;0;4/02/22;3451716;2;;1
2;2;2;3;68368;25/12/65;56;Colombiano;4950000;0;1585991;0;0;12/12/17;122183190;60;854;1
2;2;2;3;68368;25/12/65;56;Colombiano;4950000;0;1585991;0;0;7/12/17;95000000;60;854;1
5;2;2;2;68324;5/07/57;65;COLOMBIANO;7200000;0;3750000;0;0;6/04/16;84000000;60;;1
5;2;2;2;68324;5/07/57;65;COLOMBIANO;7200000;0;3750000;0;0;10/04/16;105186645;60;;1
5;1;4;3;73001;5/04/81;41;Colombiano;3400630;0;2223050;0;0;14/08/18;30000000;60;;1
5;1;4;3;73001;5/04/81;41;Colombiano;3400630;0;2223050;0;0;19/08/18;35642415;60;;1
2;2;2;1;73483;23/04/55;67;COLOMBIANO;4700000;0;1700000;1140000000;0;28/04/16;72000000;36;;1
2;2;2;1;73483;23/04/55;67;COLOMBIANO;4700000;0;1700000;1140000000;0;3/05/16;80644913;36;;1
5;2;2;1;73124;28/05/55;67;COLOMBIANO;5800000;0;1900000;0;0;13/10/15;70000000;60;915;1
5;2;2;1;73124;28/05/55;67;COLOMBIANO;5800000;0;1900000;0;0;17/10/15;82032375;60;915;1
4;2;2;1;63190;1/04/61;61;Colombiano;8250000;0;6663000;640000000;0;27/03/15;50214894;27;802;1
4;2;2;1;63190;1/04/61;61;Colombiano;8250000;0;6663000;640000000;0;1/07/15;105000000;60;802;1
